v0,v1,v2,v3,ols_score
1194,529.27,198.847,4,1.044849864
1499,363.991,161.374,5,1.044781305
2445,623.156,344.808,7,1.044737728
147,41.524,284.287,2,1.044643051
1100,427.301,52.866,3,1.044633267
1101,428.306,56.496,3,1.044606657
1177,518.912,262.173,4,1.044598786
2094,468.655,352.672,6,1.044466554
772,107.638,40.477,3,1.044446369
1148,500.896,228.076,4,1.044441522
1835,241.891,381.061,6,1.044397636
1152,505.413,338.048,4,1.044289332
635,463.472,260.844,2,1.044174924
29,588.232,39.995,0,1.044048399
1200,531.702,296.293,4,1.044019768
474,354.288,235.336,2,1.043991717
1781,203.031,304.539,6,1.043964563
791,117.75,43.494,3,1.043841888
1329,180.723,152.672,5,1.043815068
2543,665.792,57.659,7,1.043724522
46,602.177,43.649,0,1.043650979
534,394.425,298.366,2,1.043601814
139,33.773,281.922,2,1.043549789
1695,118.894,334.391,6,1.043512348
667,40.739,101.634,3,1.043484891
1163,512.052,330.97,4,1.043265153
1622,35.6,383.954,6,1.043225478
342,181.542,281.885,2,1.043164894
1214,537.329,309.338,4,1.043099168
1192,527.808,306.467,4,1.043055859
1107,435.7,59.384,3,1.043051216
1321,166.413,127.977,5,1.042946678
2451,624.215,200.356,7,1.042873658
522,386.265,300.405,2,1.042777268
310,150.654,287.67,2,1.042643529
1325,174.158,123.771,5,1.042643211
228,99.767,224.9,2,1.04260488
108,284.464,215.55,1,1.042591536
1595,444.519,96.789,5,1.042550496
782,113.821,42.075,3,1.04252966
668,41.284,99.463,3,1.042507855
1197,530.802,293.405,4,1.042357679
1166,513.433,272.337,4,1.042316456
1360,227.152,111.342,5,1.042262345
633,460.796,266.038,2,1.042187102
1181,521.922,265.562,4,1.042149043
1155,507.103,198.025,4,1.04211865
555,405.164,293.44,2,1.041993486
2564,137.1154238,158.0555812,2,1.041991326
1159,509.631,331.831,4,1.04191993
1339,198.6,155.586,5,1.041875117
2116,534.593,81.006,7,1.041852262
1446,315.034,162.594,5,1.041834458
1157,508.158,194.442,4,1.041818344
1324,170.047,154.26,5,1.041776959
249,109.967,298.248,2,1.04171714
2449,623.768,270.129,7,1.041632506
1584,435.818,162.484,5,1.04159084
1679,102.682,396.718,6,1.041487141
1973,340.794,318.997,6,1.041465237
1260,61.463,133.798,5,1.041453741
1189,526.41,204.544,4,1.041427946
1169,515.489,181.802,4,1.04136769
1838,244.477,382.524,6,1.041322841
1943,313.275,394.552,6,1.041259211
1162,511.274,185.284,4,1.041116734
2515,649.185,115.621,7,1.041009591
314,155.048,286.331,2,1.040944562
736,84.769,33.369,3,1.040942859
1203,532.647,326.492,4,1.040924021
1621,33.892,337.602,6,1.04089484
2672,458.9139852,351.7849599,6,1.040753282
1985,348.557,397.396,6,1.04074335
1259,59.909,131.622,5,1.040652058
2442,622.57,277.084,7,1.040595525
2455,624.934,258.239,7,1.040589205
806,131.082,49.239,3,1.04058581
1183,522.66,266.664,4,1.040530651
1230,545.03,301.581,4,1.0404357
1262,65.549,138.53,5,1.040419134
1180,521.577,324.102,4,1.040415173
2089,461.574,358.047,6,1.040408302
2090,462.669,356.61,6,1.040275759
1184,523.306,331.784,4,1.040239156
1219,539.844,314.595,4,1.04021983
2861,514.8300316,219.0348032,7,1.040179694
2118,537.817,72.697,7,1.040115848
2839,291.9806427,170.4730271,2,1.040026171
977,278.203,44.936,3,1.039946229
1404,273.96,112.132,5,1.039811944
2357,604.465,370.468,7,1.039769353
2420,618.304,214.915,7,1.039683878
2461,626.089,307.353,7,1.039596001
1934,305.648,303.526,6,1.039550935
1763,187.069,317.164,6,1.039470368
770,106.071,100.828,3,1.039396365
1231,545.303,301.635,4,1.039299942
53,609.273,46.702,0,1.039196316
486,363.749,296.325,2,1.039133798
901,201.004,94.303,3,1.038885176
2752,368.494376,327.1135654,2,1.038881482
2521,653.676,50.756,7,1.038754922
1760,185.522,318.843,6,1.038559232
1715,138.355,394.453,6,1.03852486
1258,58.408,132.9,5,1.038413808
2522,654.241,50.978,7,1.038220866
2091,463.312,352.626,6,1.03809215
1453,326.088,157.696,5,1.037597347
630,458.617,240.381,2,1.037579253
2734,321.0340132,289.6801688,2,1.037577179
1253,54.139,129.718,5,1.037308326
800,126.011,49.435,3,1.037222817
1178,519.05,275.865,4,1.037185272
2082,447.578,342.993,6,1.037000542
1839,244.779,381.582,6,1.036987574
1992,356.506,324.225,6,1.036982952
76,216.775,196.353,1,1.036958189
101,265.424,194.869,1,1.036872564
1685,108.516,334.433,6,1.036771017
2663,215.1828187,178.3346039,2,1.036625315
2552,543.4062144,325.3643826,2,1.036592225
1624,37.494,335.178,6,1.036532703
576,416.889,291.509,2,1.036499977
1257,57.837,132.443,5,1.036298028
1821,233.61,292.224,6,1.036221948
1255,55.752,131.06,5,1.036163075
1021,329.155,45.002,3,1.03615405
1932,304.234,301.891,6,1.036147582
2115,533.642,88.332,7,1.036088458
1172,516.882,243.334,4,1.036031099
292,140.295,288.066,2,1.035890998
1295,120.133,119.53,5,1.035788181
1254,54.596,127.531,5,1.035735235
1614,25.846,359.834,6,1.035731933
1256,56.923,131.517,5,1.035724627
2079,445.226,339.88,6,1.035668916
652,30.002,86.534,3,1.035654365
2126,542.869,65.846,7,1.035510885
1431,300.479,111.716,5,1.035476801
1769,193.226,383.806,6,1.035406206
1288,105.947,120.576,5,1.035209526
2174,568.724,284.118,7,1.035149523
1493,357.903,159.996,5,1.035078675
553,404.364,291.647,2,1.035069692
1850,253.215,385.3,6,1.035024875
2490,635.519,151.448,7,1.034886858
1526,383.876,166.926,5,1.034784773
1402,272.095,116.329,5,1.034758908
1775,197.687,384.699,6,1.034704817
2580,457.0417017,238.7579794,5,1.034635598
2389,611.549,365.704,7,1.034573262
295,141.852,235.406,2,1.034500879
951,249.916,41.877,3,1.034456364
287,135.631,288.789,2,1.034387278
2477,629.783,140.089,7,1.034338596
1974,341.5,322.826,6,1.034227551
1822,234.479,299.916,6,1.034195009
1574,429.384,98.402,5,1.034176467
1995,358.707,394.035,6,1.03415267
1663,81.327,329.31,6,1.034052941
664,38.016,63.307,3,1.033983812
2114,533.453,90.643,7,1.033966622
1102,429.491,63.914,3,1.033966248
131,27.203,257.622,2,1.03393735
767,103.06,40.985,3,1.033898336
2885,349.1931941,326.2199986,1,1.033861283
897,198.896,92.014,3,1.033783476
2476,629.657,140.104,7,1.033770928
2083,451.617,372.611,6,1.033757953
2068,432.453,387.599,6,1.033669401
2486,632.247,144.479,7,1.033554471
1327,178.697,124.466,5,1.033530226
2639,506.1062207,226.4791537,5,1.033508686
676,46.879,105.358,3,1.033494564
2122,540.131,73.454,7,1.033447402
1587,438.75,98.508,5,1.033347307
1581,433.09,104.252,5,1.033287731
80,222.246,185.421,1,1.033254108
79,221.351,191.195,1,1.033223464
2570,291.7173567,389.2330757,2,1.033208258
2370,607.835,367.067,7,1.033194678
2121,539.337,75.1,7,1.033108191
2576,324.3764202,157.4103459,2,1.032929142
540,397.463,229.396,2,1.032925339
1616,27.403,350.942,6,1.032918797
1097,422.855,57.896,3,1.032916357
957,258.448,43.265,3,1.032858372
75,214.217,207.195,1,1.03280687
1753,179.369,326.522,6,1.032793809
929,226.199,90.138,3,1.032749013
256,113.971,233.849,2,1.032746594
1355,221.448,112.89,5,1.032742822
751,91.178,93.144,3,1.032541675
316,157.05,285.03,2,1.032503614
1965,332.463,327.332,6,1.032498797
493,368.667,235.202,2,1.032473644
922,219.774,43.489,3,1.03244264
1481,348.324,155.248,5,1.032359858
2465,626.826,294.339,7,1.032333961
1960,328.515,323.344,6,1.032297417
2903,445.3533699,342.8564791,7,1.032267884
78,220.754,190.068,1,1.032267555
691,55.701,41.258,3,1.032129308
544,399.487,228.996,2,1.031939863
1341,200.434,114.484,5,1.031880869
2007,365.271,394.511,6,1.031725928
2435,621.161,256.027,7,1.031610153
1337,194.39,114.376,5,1.031585718
1606,451.759,127.084,5,1.031560871
2729,460.9720789,256.1055963,4,1.031554478
2452,624.39,337.081,7,1.031458834
1726,149.749,394.613,6,1.031457723
1520,380.49,164.797,5,1.031365968
724,76.924,97.468,3,1.031364121
1426,294.203,111.993,5,1.031360797
305,147.155,235.835,2,1.031304259
1149,502.061,308.524,4,1.031245662
1951,320.654,321.73,6,1.03121466
731,80.276,99.507,3,1.031123093
1607,452.486,136.176,5,1.031122489
1328,179.603,125.417,5,1.031076416
1699,122.749,338.957,6,1.030967348
1694,116.922,394.277,6,1.030913462
1156,507.867,231.304,4,1.030875307
2877,343.2172598,240.800339,2,1.030851152
2846,296.1143677,96.91151056,7,1.030798042
1285,102.192,128.267,5,1.030771231
1944,313.773,392.062,6,1.030760466
2684,457.2715894,362.5119426,6,1.030723611
563,409.623,289.933,2,1.030722057
2171,568.045,185.988,7,1.030635886
2891,404.898105,290.4497956,6,1.030623916
1330,183.14,149.104,5,1.030615208
1334,191.786,116.852,5,1.030566253
1441,309.514,108.966,5,1.0305472
1099,424.876,63.659,3,1.030540885
2189,572.064,271.436,7,1.030505329
1343,206.186,119.585,5,1.030483054
631,459.11,263.377,2,1.030226534
212,89.319,226.7,2,1.030189626
629,457.717,265.404,2,1.030152909
1640,52.212,327.486,6,1.030085752
2388,611.407,127.679,7,1.030066196
2131,548.185,126.194,7,1.029890605
1484,350.268,155.018,5,1.029860126
554,404.952,289.539,2,1.029857876
1744,173.481,384.481,6,1.029853924
1632,44.178,332.407,6,1.029834771
1986,349.286,394.957,6,1.029815119
2630,539.657522,322.7685771,7,1.029767403
1385,254.687,119.377,5,1.029688589
1566,421.305,104.089,5,1.029516129
424,296.183,237.238,2,1.029379337
1261,63.28,128.257,5,1.029274587
306,147.203,236.173,2,1.029225451
941,237.963,43.493,3,1.029111602
1298,124.424,123.629,5,1.029095344
1185,523.525,289.952,4,1.029074366
2427,619.453,228.333,7,1.029072631
1311,151.57,132.643,5,1.029064489
2023,383.532,392.374,6,1.02905888
2739,271.6875237,207.3467547,2,1.029011874
222,96.182,228.088,2,1.028890265
1359,226.192,115.616,5,1.028831859
1164,512.474,312.885,4,1.02868984
511,379.639,234.918,2,1.028646856
217,92.786,227.418,2,1.028600397
895,197.382,91.451,3,1.028551752
2113,530.023,98.811,7,1.028376474
1265,71.675,126.72,5,1.028314424
528,388.736,233.743,2,1.028286809
2290,591.975,370.581,7,1.028207481
2027,387.565,393.354,6,1.028163007
149,44.067,281.238,2,1.028032159
2401,614.877,357.195,7,1.027963218
142,35.524,243.571,2,1.027918183
2597,237.4418826,300.3102564,6,1.027903196
1757,183.608,384.239,6,1.027881598
2640,181.0898004,124.3699079,3,1.027862927
2662,286.009525,171.682099,6,1.027826897
2200,574.859,362.817,7,1.027757007
827,144.075,50.124,3,1.027717987
282,130.953,288.629,2,1.027673058
2775,544.0426762,135.8507768,5,1.027631161
1287,104.671,131.178,5,1.027592732
1320,164.448,146.123,5,1.027545475
143,35.876,243.583,2,1.027522851
1318,161.822,145.008,5,1.027506753
1504,367.357,157.376,5,1.027451173
2085,454.069,369.96,6,1.027406215
1583,435.246,158.305,5,1.027403299
516,382.845,234.506,2,1.027307413
2489,634.52,157.802,7,1.027248399
1296,122.344,126.998,5,1.027185991
1680,103.281,392.931,6,1.027132907
2123,540.19,76.69,7,1.026966268
2168,567.561,349.433,7,1.026965496
2636,227.6859035,188.0563621,1,1.026880614
672,43.616,99.011,3,1.02680665
1304,138.954,151.225,5,1.026744071
1279,94.98,123.231,5,1.026605558
1818,229.736,305.988,6,1.026538619
2041,399.255,393.952,6,1.026397891
1319,163.865,133.157,5,1.026294201
1746,174.701,329.036,6,1.026221306
1808,222.342,310.161,6,1.026215346
1970,338.011,390.244,6,1.026204873
275,125.876,237.528,2,1.02613282
2589,550.1536781,125.2867521,7,1.02609612
154,48.994,234.513,2,1.025994658
889,191.617,93.426,3,1.025878718
1771,194.615,317.75,6,1.025846814
1579,432.267,156.525,5,1.025766839
179,67.832,281.385,2,1.025672811
2162,566.62,347.415,7,1.025590159
1987,349.841,331.45,6,1.025529274
674,44.549,96.843,3,1.025327198
2897,419.3936278,100.7286228,2,1.025214261
907,207.196,44.224,3,1.025186566
980,280.538,46.481,3,1.025164509
1361,228.003,115.449,5,1.025127694
570,413.701,227.171,2,1.025093561
1332,189.056,120.449,5,1.025083517
1795,214.337,383.732,6,1.025041334
1344,206.79,126.155,5,1.024984328
1263,68.142,144.341,5,1.024972391
1309,147.137,145.576,5,1.024665244
2084,453.138,368.993,6,1.024555395
670,42.029,96.977,3,1.024530256
266,119.412,292.521,2,1.02449831
2487,633.195,164.1,7,1.024492222
2890,285.0571303,233.4082739,6,1.024466732
97,256.788,192.156,1,1.024414479
2922,65.62328659,328.0504444,6,1.024412823
1952,321.207,387.65,6,1.024367138
102,267.976,208.111,1,1.024335894
787,115.8,47.128,3,1.024326689
1619,32.358,371.62,6,1.024307156
1012,315.441,46.009,3,1.024274994
1096,421.539,65.509,3,1.024271407
955,256.725,44.221,3,1.024231265
1024,334.272,46.132,3,1.024148972
2152,564.012,341.848,7,1.024102428
617,445.336,273.26,2,1.024097892
1954,322.403,326.447,6,1.024039559
284,133.637,287.142,2,1.023949297
455,337.25,243.518,2,1.023917775
2613,225.9125166,47.30795748,7,1.023795094
1160,510.06,299.833,4,1.02372939
2447,623.618,290.868,7,1.023676684
2488,633.8,104.46,7,1.023669621
2175,568.829,236.282,7,1.023627949
1310,150.874,143.991,5,1.023545992
100,264.383,201.5,1,1.02354422
1772,195.402,318.689,6,1.023537309
77,218.926,212.944,1,1.023530893
1678,101.355,392.531,6,1.023490803
1590,440.249,117.888,5,1.023381933
2164,566.956,179.487,7,1.023373235
2691,429.5748205,109.242054,2,1.023343534
565,410.876,287.778,2,1.023322291
1267,75.71,129.162,5,1.023280596
1305,139.725,142.143,5,1.023166633
2466,626.985,140.82,7,1.023065606
981,281.017,46.503,3,1.023044746
1620,33.132,371.771,6,1.023029634
1603,449.34,132.426,5,1.022988761
1293,113.741,153.157,5,1.022983876
2655,233.4855535,174.3339806,2,1.022969909
1167,513.942,309.618,4,1.022966603
899,200.184,90.579,3,1.022864355
137,32.93,271.838,2,1.022766815
1761,185.979,381.037,6,1.022725458
2798,556.266279,313.6366718,4,1.022722347
2190,572.263,185.926,7,1.02270153
1286,102.345,156.875,5,1.022536396
701,62.304,41.51,3,1.02253598
673,44.274,97.434,3,1.022525656
1786,207.846,313.296,6,1.022474222
1091,412.46,48.352,3,1.022455579
2446,623.327,319.128,7,1.022455199
2293,592.682,368.321,7,1.022451053
469,349.757,286.903,2,1.022425181
2829,303.7353853,290.7183199,2,1.022278259
794,120.488,97.901,3,1.022225834
2523,654.597,61.231,7,1.02220634
776,109.879,93.396,3,1.022108942
681,48.882,96.462,3,1.022043484
1599,446.788,124.089,5,1.022039021
1555,412.274,164.404,5,1.022022405
1730,154.49,389.909,6,1.022014564
575,416.318,282.917,2,1.021946498
2524,654.814,62.109,7,1.021932859
1335,192.382,128.013,5,1.021915359
839,154.131,96.51,3,1.021910186
1617,29.272,353.44,6,1.021894215
1098,423.308,72.312,3,1.021739721
869,177.422,48.042,3,1.02160975
84,227.497,199.323,1,1.021570535
136,32.489,266.777,2,1.021562775
2459,625.769,140.199,7,1.021530746
255,113.726,289.755,2,1.021436339
1264,70.974,135.507,5,1.021334029
1754,180.012,381.236,6,1.021285103
1690,113.842,391.853,6,1.021233596
2710,432.9026115,229.0626573,2,1.021014156
2740,192.3180358,379.8069347,6,1.020947332
2049,408.012,393.706,6,1.020920026
2418,617.786,206.85,7,1.02091571
2479,630.334,167.752,7,1.020890291
1362,229.062,118.111,5,1.020864917
140,34.513,276.181,2,1.020860154
465,347.652,285.927,2,1.020812576
2287,591.156,368.362,7,1.020782357
2155,565.067,299.003,7,1.020728493
2482,631.366,155.726,7,1.020723797
1828,238.334,302.021,6,1.020681583
2443,622.811,325.948,7,1.020673715
1582,434.12,115.038,5,1.020651478
798,124.635,97.045,3,1.020596505
1895,279.889,382.823,6,1.020590323
1939,310.802,389.039,6,1.020494855
1363,231.865,119.5,5,1.020469455
1721,144.511,391.301,6,1.020463383
297,143.009,238.399,2,1.020460378
2725,573.5589615,257.4773287,7,1.020404981
2081,446.721,350.344,6,1.020382075
323,164.773,282.94,2,1.020310213
167,59.624,282.485,2,1.020297817
1349,213.784,159.809,5,1.02023234
2425,619.34,276.388,7,1.020223627
82,224.959,201.679,1,1.020203709
836,152.474,95.42,3,1.020203498
16,577.379,44.799,0,1.020195345
2346,601.977,365.213,7,1.020181961
1095,419.479,61.671,3,1.020146341
2759,450.4889353,269.8944658,3,1.020136297
1301,129.8,148.397,5,1.020119803
1317,160.652,135.253,5,1.020089814
2519,651.904,69.127,7,1.020052293
2475,629.396,169.871,7,1.020038809
539,397.189,235.132,2,1.020022709
783,114.246,94.967,3,1.019963755
1812,224.856,382.039,6,1.019891696
1858,256.963,381.075,6,1.019635545
2159,566.114,345.167,7,1.01961932
1554,411.081,110.178,5,1.01955447
687,53.586,44.759,3,1.019421427
2444,622.995,293.109,7,1.019388264
83,226.243,191.191,1,1.019379998
1314,155.562,137.586,5,1.019364299
2187,571.532,182.715,7,1.019231083
1299,126.069,150.593,5,1.019221453
180,68.888,226.002,2,1.018732388
1487,352.6,153.59,5,1.018690978
2769,450.6489936,357.8491812,7,1.018669995
283,132.874,236.928,2,1.018648894
1294,117.786,150.827,5,1.018630601
607,438.218,231.246,2,1.018597752
2033,391.248,391.097,6,1.018521193
680,48.445,101.597,3,1.01847764
1969,337.687,384.806,6,1.01847413
2512,647.336,62.26,7,1.018391397
1567,421.528,107.615,5,1.018381571
2526,656.026,65.508,7,1.018314526
2225,579.282,360.992,7,1.018303559
1266,73.756,131.251,5,1.018299472
226,98.38,284.748,2,1.018265774
1668,85.27,389.035,6,1.018241813
1553,409.474,109.904,5,1.018220416
543,398.63,235.251,2,1.018188016
1450,321.235,110.232,5,1.018174562
489,365.78,289.731,2,1.018152516
2169,567.88,209.984,7,1.018046174
558,406.319,231.514,2,1.018034322
2417,617.576,138.562,7,1.017912836
141,34.652,252.158,2,1.017826372
350,192.627,275.928,2,1.017785794
999,302.009,45.413,3,1.017747032
2554,206.6186156,319.0467373,2,1.017683153
1573,427.803,109.824,5,1.017677531
2025,386.335,338.236,6,1.01764351
2422,618.506,198.618,7,1.017587609
183,71.834,228.468,2,1.017575047
1806,221.014,313.268,6,1.017563743
354,197.076,274.643,2,1.017548262
626,454.921,263.766,2,1.017541632
32,591.027,44.019,0,1.017524881
992,291.944,48.623,3,1.017507618
1575,429.747,111.753,5,1.017436503
1273,84.094,124.809,5,1.017406499
660,35.083,82.876,3,1.017363348
2183,570.883,191.138,7,1.017358524
1667,84.957,388.822,6,1.017335933
261,116.901,239.932,2,1.017284479
1845,248.591,292.215,6,1.017268061
1039,350.902,48.533,3,1.017262745
348,188.91,241.019,2,1.017249081
1593,443.017,137.065,5,1.017240783
1297,122.97,130.338,5,1.017239284
1910,288.326,384.467,6,1.017216497
364,210.158,265.929,2,1.017191905
370,217.35,266.199,2,1.017188215
2206,576.146,274.988,7,1.017156109
2365,606.761,360.66,7,1.017146387
754,93.843,43.443,3,1.017118467
1543,399.164,105.794,5,1.017101394
550,402.147,286.638,2,1.01709111
1306,141.033,136.615,5,1.017066958
319,161.138,237.596,2,1.017062587
1358,225.3,119.518,5,1.017025538
1759,184.854,326.746,6,1.016997398
817,138.322,52.055,3,1.016989311
1923,296.958,382.22,6,1.016989173
2193,572.816,183.224,7,1.01698823
1941,311.648,387.505,6,1.016896207
1346,208.591,129.315,5,1.016893977
2421,618.357,202.963,7,1.016878241
2351,603.373,360.198,7,1.016863172
2682,45.39654654,94.11792087,2,1.016861175
1596,445.233,127.048,5,1.01684881
2931,296.4708386,309.6995692,6,1.016823463
1289,106.423,153.835,5,1.016810974
273,123.817,290.177,2,1.016782751
2423,618.613,236.333,7,1.016774172
20,580.633,44.737,0,1.01676632
1455,327.722,108.153,5,1.016760445
162,54.983,230.195,2,1.016725037
885,187.95,91.721,3,1.016653846
919,217.56,89.709,3,1.016631061
244,107.251,233.71,2,1.016629415
1837,243.324,285.619,6,1.016620669
669,41.571,70.988,3,1.016562964
662,35.876,84.028,3,1.016525871
2549,671.358,75.474,7,1.01650455
1922,296.555,306.575,6,1.016455656
773,108.238,49.247,3,1.0164229
1290,109.149,137.643,5,1.016377817
1924,298.207,299.327,6,1.016331832
355,198.511,272.877,2,1.016251348
902,202.27,44.882,3,1.016178247
2194,572.948,357.202,7,1.01615471
2163,566.86,174.176,7,1.015999946
1561,417.508,159.855,5,1.015990183
1651,65.812,393.432,6,1.015974883
1366,233.971,122.505,5,1.015902821
81,223.856,211.078,1,1.015841037
1586,438.152,137.398,5,1.01583594
557,405.846,282.933,2,1.015798706
2151,563.799,314.189,7,1.015794846
2525,655.425,108.417,7,1.015742854
57,612.12,50.623,0,1.015661726
1300,128.502,137.405,5,1.015653688
2535,659.818,73.144,7,1.015618847
1919,293.751,306.411,6,1.015617557
1565,420.996,156.976,5,1.015590834
2456,625.317,181.469,7,1.015586892
1268,76.753,144.234,5,1.015556278
2528,656.56,72.458,7,1.015552497
444,324.518,243.11,2,1.015541402
11,573.101,47.248,0,1.015535952
2395,613.265,211.308,7,1.015507533
1035,346.019,48.244,3,1.015467772
1093,416.578,58.682,3,1.015448844
2527,656.46,74.5,7,1.015445522
2186,571.197,291.11,7,1.015432285
518,383.557,292.124,2,1.015410742
1269,78.764,145.557,5,1.015358581
931,227.091,49.349,3,1.015319823
2297,593.103,361.339,7,1.015273531
2536,660.509,76.084,7,1.015265499
2223,579.048,360.826,7,1.01519196
2179,569.488,239.794,7,1.015149788
145,38.62,246.751,2,1.015145154
1533,391.529,106.554,5,1.015099793
2566,133.3995928,140.2694753,5,1.015077612
1909,287.241,384.163,6,1.015057257
2653,201.9063893,240.9267981,4,1.01501977
1364,232.564,123.819,5,1.015005438
2821,39.14925042,245.5501373,3,1.014980016
1840,245.247,285.977,6,1.014956273
43,599.626,59.223,0,1.014818854
1292,112.654,145.227,5,1.014755437
1467,336.048,106.842,5,1.014729692
1691,114.926,340.23,6,1.014650732
917,216.664,89.533,3,1.014631814
2428,619.66,262.822,7,1.01462754
2078,443.013,375.385,6,1.014622046
1303,132.985,139.085,5,1.014554161
2453,624.7,179.035,7,1.014530926
2343,601.285,356.755,7,1.014514141
346,185.341,270.505,2,1.014510684
2182,570.513,234.551,7,1.01449325
502,376.595,237.067,2,1.014417846
685,52.683,97.493,3,1.014349598
1686,108.74,389.766,6,1.014343187
1979,343.613,386.365,6,1.014268833
322,164.213,281.869,2,1.014241361
1302,130.996,142.945,5,1.014179257
822,140.81,52.179,3,1.014159877
733,81.264,37.297,3,1.014116452
1281,99.236,140.842,5,1.014071004
214,90.58,231.072,2,1.014036492
1338,195.738,135.992,5,1.014028932
356,200.067,270.562,2,1.01400665
1720,143.696,389.256,6,1.01389615
2924,309.3778704,285.3921464,2,1.013858506
200,81.534,276.974,2,1.013834276
1439,306.886,158.827,5,1.013744792
1532,389.451,102.493,5,1.013660491
1538,394.913,107.693,5,1.013657112
1547,402.61,108.187,5,1.013653206
945,242.707,86.626,3,1.013601561
98,257.962,208.085,1,1.013441993
721,74.891,92.013,3,1.013421255
1354,221.087,124.243,5,1.013415038
2719,251.0643938,181.2647026,3,1.013403948
357,200.776,269.116,2,1.013400759
369,216.027,264.996,2,1.013374062
442,321.587,243.537,2,1.013365957
2077,441.388,374.623,6,1.013328128
1326,176.448,134.225,5,1.013317209
1589,439.691,141.413,5,1.013239089
2076,440.18,344.595,6,1.013205113
730,79.841,37.471,3,1.013144256
1348,212.739,151.245,5,1.013139183
341,178.95,243.888,2,1.013113004
2166,567.29,328.439,7,1.013112351
898,199.346,45.374,3,1.013101827
1524,383.107,109.26,5,1.013097364
1291,110.612,143.044,5,1.013075765
2252,584.614,359.845,7,1.013041442
1490,354.898,104.62,5,1.013036931
2826,368.5958739,45.9391217,3,1.01302116
819,139.247,52.484,3,1.012986632
1859,257.238,289.789,6,1.012955192
1689,112.781,389.315,6,1.012879573
590,425.677,279.174,2,1.012857314
1350,216.198,138.852,5,1.012852878
1959,327.784,334.158,6,1.012852062
2191,572.338,198.167,7,1.012795303
1972,339.761,334.525,6,1.012786632
86,233.817,198.346,1,1.01275316
1512,374.806,110.627,5,1.012730925
1903,284.714,302.182,6,1.012693033
775,109.009,50.542,3,1.012673269
692,56.304,103.478,3,1.01265243
349,191.666,243.181,2,1.012621421
1340,199.467,135.352,5,1.012579772
521,385.559,291.054,2,1.012560564
1755,180.725,330.761,6,1.012518941
1284,101.718,151.445,5,1.012496336
221,95.536,237.686,2,1.012450858
1788,210.178,381.39,6,1.012395252
530,389.399,243.022,2,1.012390367
908,208.581,88.991,3,1.012318627
625,453.724,258.44,2,1.012304501
1342,203.988,141.826,5,1.012294874
1804,219.975,381.722,6,1.01228608
2127,543.921,112.783,7,1.012258475
923,220.216,86.898,3,1.012219284
1510,372.809,101.883,5,1.01215599
2065,429.937,337.217,6,1.0121393
454,336.776,245.851,2,1.012056292
1568,423.015,155.494,5,1.01198762
2156,565.246,317.064,7,1.011902722
1282,99.415,132.784,5,1.011883944
1570,424.648,154.398,5,1.011857329
795,121.28,94.189,3,1.011827194
2074,438.054,344.923,6,1.011777123
2134,551.976,116.697,7,1.011770977
192,77.989,230.004,2,1.011752795
2349,602.912,354.94,7,1.011720406
2170,567.952,311.985,7,1.011714518
883,186.704,91.046,3,1.011627806
42,598.529,58.733,0,1.011593025
1023,331.706,48.948,3,1.011554622
1331,185.67,143.05,5,1.011545206
1825,235.89,309.186,6,1.011500301
451,333.338,276.376,2,1.011448761
623,451.683,265.286,2,1.011425808
1002,304.637,46.342,3,1.011307749
1271,82.402,142.087,5,1.011290134
813,133.755,93.225,3,1.011253707
1347,211.667,148.61,5,1.011209386
99,260.626,210.016,1,1.01118454
1578,431.724,114.938,5,1.011007519
1551,406.65,161.996,5,1.010855114
1392,261.35,123.095,5,1.010772086
225,97.685,278.438,2,1.010708873
1638,50.221,334.949,6,1.010675146
1820,232.926,374.289,6,1.010668843
2256,585.22,358.711,7,1.010667419
2172,568.391,312.555,7,1.010570603
1050,364.162,50.608,3,1.010529703
1029,339.262,48.903,3,1.010488356
2502,642.65,66.026,7,1.010447545
1092,414.745,59.642,3,1.010406493
1353,220.024,150.138,5,1.010371712
1525,383.366,158.673,5,1.010342956
1625,38.315,359.756,6,1.010316731
347,186.511,242.978,2,1.010302462
2136,554.142,122.696,7,1.010113586
1357,223.322,146.254,5,1.010069968
338,175.856,272.269,2,1.010066664
358,202.842,259.868,2,1.010063839
2004,364.138,389.774,6,1.010063839
1915,291.376,308.967,6,1.01005104
1920,294.182,378.559,6,1.010029349
2542,665.146,78.25,7,1.010016087
1829,238.515,307.758,6,1.00999978
1627,39.737,361.884,6,1.00997446
50,605.162,87.564,0,1.009971561
2606,615.0849354,52.72278944,7,1.009942289
2411,616.625,234.837,7,1.009903342
2180,569.685,201.226,7,1.009885928
1948,317.912,382.673,6,1.009852658
1585,436.959,147.122,5,1.009834681
344,183.453,267.579,2,1.009810053
1351,217.273,132.778,5,1.009797507
1823,234.85,371.915,6,1.009746889
2129,547.246,112.738,7,1.009732526
1727,150.137,343.403,6,1.00973132
976,276.994,50.804,3,1.009691547
1283,100.697,148.987,5,1.009675094
1438,305.32,117.454,5,1.009630419
2410,616.567,234.514,7,1.009626451
824,141.492,92.94,3,1.009555472
1382,249.995,130.426,5,1.009537585
529,388.97,291.242,2,1.009436097
1345,207.826,144.105,5,1.009422412
1664,82.628,386.988,6,1.009404743
1336,193.626,133.698,5,1.009373201
207,86.941,232.489,2,1.009371737
949,247.604,88.236,3,1.009353612
1527,384.802,112.571,5,1.009332101
376,224.354,259.331,2,1.009266594
